520.000000 1.80907276839737964e-04 1.77534340770850582e-04 1.85836116552790085e-04
560.000000 1.81258936104333648e-04 1.78519572023315382e-04 1.85265326660222034e-04
600.000000 1.82272627269999945e-04 1.80005474775865549e-04 1.85545689332248034e-04
640.000000 1.80611171217996225e-04 1.78747836356445540e-04 1.83228616466427806e-04
680.000000 1.79660844471774786e-04 1.78031503928783051e-04 1.81828726856533385e-04
720.000000 1.73261002041816010e-04 1.72286544622906110e-04 1.74594353479814676e-04
760.000000 1.69581314185537018e-04 1.69026462644965839e-04 1.70634159298872941e-04
800.000000 1.70272155081486375e-04 1.69214260173502882e-04 1.71435524311294306e-04
840.000000 1.60874045835952389e-04 1.60654805182886169e-04 1.61639529445535145e-04
880.000000 1.55902637795591188e-04 1.55531047704640462e-04 1.56745277527812056e-04
920.000000 1.51771850639535218e-04 1.51091610878106787e-04 1.52651163572629087e-04
960.000000 1.47539570771242984e-04 1.46694258136072524e-04 1.48440859429063108e-04
1000.000000 1.43233237638007595e-04 1.42300802724242210e-04 1.44203917217755362e-04
1040.000000 1.37120861119465029e-04 1.35897535349930541e-04 1.38211625704327823e-04
1080.000000 1.33065784245845186e-04 1.31789803736559236e-04 1.34145407603270076e-04
1120.000000 1.26115098341672392e-04 1.24199088697166875e-04 1.27359454694814825e-04
1160.000000 1.22848285787789403e-04 1.21222804939928309e-04 1.23986362404938661e-04
1200.000000 1.19130363639155889e-04 1.17538327351925540e-04 1.20241005042779863e-04
1240.000000 1.15078813733886112e-04 1.13341772661856437e-04 1.16203235881864007e-04
1280.000000 1.09983882045594625e-04 1.08095263036710388e-04 1.11160465957783750e-04
1320.000000 1.05827206119514226e-04 1.04127946174029765e-04 1.06948708378788645e-04
1360.000000 1.00103256986377857e-04 9.80215482372583140e-05 1.01355939433756814e-04
1400.000000 9.73294481834469685e-05 9.55518264701032586e-05 9.84418393334357360e-05
1440.000000 9.52450333023779861e-05 9.36774249039272738e-05 9.62189319507266116e-05
1480.000000 8.95964987034549026e-05 8.75495993630283906e-05 9.07885487452398526e-05
1520.000000 8.59408928293208993e-05 8.42829512566255164e-05 8.69761194972986821e-05
1560.000000 8.32618987481205099e-05 8.14211897238242621e-05 8.42885400039028709e-05
1600.000000 7.99865204000070525e-05 7.83548152768666627e-05 8.09558120155112683e-05
1640.000000 7.28786426212663427e-05 7.04280953469911097e-05 7.41811139730019618e-05
1680.000000 7.22490563926200444e-05 7.02657302518926798e-05 7.33195640802756197e-05
1720.000000 6.98378056444282476e-05 6.80874353226245061e-05 7.08019661024282429e-05
1760.000000 6.79912403498589052e-05 6.63970395937834738e-05 6.88559428797931805e-05
1800.000000 6.21235491661586346e-05 6.01011808518346399e-05 6.31909044041753260e-05
1840.000000 6.21332672679267533e-05 6.06518421862060404e-05 6.29631339553244398e-05
1880.000000 5.69591102063415108e-05 5.48095216917129444e-05 5.79796997688979124e-05
1920.000000 5.43667952308046017e-05 5.24451481117400731e-05 5.53778514079874965e-05
1960.000000 5.71720476031128315e-05 5.62215674127538768e-05 5.76621199547421075e-05
2000.000000 5.37548471227752142e-05 5.25186785188627465e-05 5.43022547728108358e-05
2040.000000 4.91828598724614871e-05 4.75153196650386902e-05 4.99625991699042439e-05
2080.000000 4.95276103156106669e-05 4.86174087031301624e-05 4.99846474423401251e-05
2120.000000 4.53226834960613345e-05 4.37471028626668567e-05 4.60429573966862597e-05
2160.000000 4.46178139441490902e-05 4.34703764763225378e-05 4.51414063788661187e-05
2200.000000 4.21089032129421593e-05 4.07862540961996531e-05 4.27112573841588586e-05
2240.000000 4.03344392348258421e-05 3.90960745929287777e-05 4.08968647652724885e-05
2280.000000 4.05886920113569615e-05 3.98410775397039059e-05 4.09254276491837979e-05
2320.000000 3.47112709182956642e-05 3.30530344679017690e-05 3.54782802985249046e-05
2360.000000 3.45695892832897204e-05 3.32600352733611803e-05 3.51510202850291862e-05
2400.000000 3.43695882229389608e-05 3.34171513078446872e-05 3.47940878626409563e-05
2440.000000 3.15125807985764140e-05 3.01509097057388638e-05 3.20810336341523344e-05
2480.000000 3.12916161311304250e-05 3.04275203341300737e-05 3.16583708910545163e-05
2520.000000 2.87933343591745200e-05 2.76995514939181769e-05 2.92972368416275487e-05
2560.000000 2.65599584878180260e-05 2.52261740686173544e-05 2.71462469973923477e-05
2600.000000 2.67777042294463417e-05 2.58299746893950646e-05 2.71850336100339333e-05
2640.000000 2.47096042301533384e-05 2.35430216506690960e-05 2.51921425696535472e-05
2680.000000 2.54496619209151771e-05 2.48350813741712785e-05 2.57018966491087077e-05
2720.000000 2.27808391343014009e-05 2.17159438175052983e-05 2.32362739006591919e-05
2760.000000 2.24080568542573822e-05 2.15499165942452939e-05 2.27592506880598325e-05
2800.000000 2.06702203906843437e-05 1.96730565661327046e-05 2.10665219734737936e-05
2840.000000 2.01311337646156468e-05 1.92993977766265306e-05 2.04826688545207714e-05
2880.000000 1.98523880065461149e-05 1.92223989496748399e-05 2.00977679257216429e-05
2920.000000 1.83465268376185173e-05 1.75291120478478111e-05 1.86698483119990601e-05
2960.000000 1.69035783793975886e-05 1.60299296478917132e-05 1.72652118130623135e-05
3000.000000 1.72365739943434216e-05 1.65708913479667146e-05 1.74699149248982282e-05
