520.000000 1.77793915547481968e-04 1.72023566225607406e-04 1.83253361369450506e-04
560.000000 1.84116087911693669e-04 1.77533413416141906e-04 1.90535783372727856e-04
600.000000 1.88466386853807812e-04 1.81147808780182575e-04 1.95772687371626288e-04
640.000000 1.90523663188535750e-04 1.82574648588446179e-04 1.98609455985702331e-04
680.000000 1.91179880631687479e-04 1.82678364919438039e-04 1.99963132695478842e-04
720.000000 1.90680681219628000e-04 1.81705289775065023e-04 2.00075804512771151e-04
760.000000 1.88804736787015584e-04 1.79449945373552373e-04 1.98708143589567505e-04
800.000000 1.86346495484538999e-04 1.76672974959905539e-04 1.96688474854017962e-04
840.000000 1.83063006289544750e-04 1.73141472942351000e-04 1.93763547847226224e-04
880.000000 1.79365646570725604e-04 1.69252633495579289e-04 1.90358124950137567e-04
920.000000 1.75051755398532397e-04 1.64811841403191076e-04 1.86261103948523547e-04
960.000000 1.70667321715222385e-04 1.60338824470114571e-04 1.82046146079649921e-04
1000.000000 1.66006131248308834e-04 1.55633038980613678e-04 1.77501345577500772e-04
1040.000000 1.61069707592066008e-04 1.50695436016395250e-04 1.72629368554192688e-04
1080.000000 1.56148527295264713e-04 1.45802574960357317e-04 1.67734898635828785e-04
1120.000000 1.51306539813923140e-04 1.41008550882280685e-04 1.62893539957203570e-04
1160.000000 1.46185697341106447e-04 1.35977899154084185e-04 1.57722296316326136e-04
1200.000000 1.41196037836113645e-04 1.31091889699263870e-04 1.52663728252586041e-04
1240.000000 1.36233118065769463e-04 1.26255136078524808e-04 1.47602305617270519e-04
1280.000000 1.31263237240833268e-04 1.21433100393585712e-04 1.42506015928473554e-04
1320.000000 1.26515990617324557e-04 1.16838978213665379e-04 1.37622961898302252e-04
1360.000000 1.21707503730239275e-04 1.12204618356622401e-04 1.32652008691298010e-04
1400.000000 1.17269554842116823e-04 1.07932876340347358e-04 1.28057263674189251e-04
1440.000000 1.12799852596636197e-04 1.03648090527116315e-04 1.23406909237543984e-04
1480.000000 1.08514587587733825e-04 9.95475761654178264e-05 1.18938951654173249e-04
1520.000000 1.04218548313322329e-04 9.54533117367594217e-05 1.14437734296168536e-04
1560.000000 1.00045797368453554e-04 9.14852791855974877e-05 1.10054466675900425e-04
1600.000000 9.61975195793260841e-05 8.78285541397766812e-05 1.06008794262705768e-04
1640.000000 9.22003158510309223e-05 8.40488075228520862e-05 1.01781853692638790e-04
1680.000000 8.86361279954294372e-05 8.06766389712718876e-05 9.80156672526347666e-05
1720.000000 8.49951164660304185e-05 7.72466419918725307e-05 9.41484915726004492e-05
1760.000000 8.15237964366308503e-05 7.39802621539783416e-05 9.04566970239374315e-05
1800.000000 7.80985280526173896e-05 7.07673215141104285e-05 8.68004401144395173e-05
1840.000000 7.49728233942196278e-05 6.78377734835614287e-05 8.34608546204730807e-05
1880.000000 7.18139871836067360e-05 6.48854178698655271e-05 8.00749032109891067e-05
1920.000000 6.88922893112077392e-05 6.21551861957796641e-05 7.69427445263142266e-05
1960.000000 6.60040989322104195e-05 5.94659878421708365e-05 7.38332551951866473e-05
2000.000000 6.31824847658635653e-05 5.68433493642667010e-05 7.07894375412239580e-05
2040.000000 6.05198072064993026e-05 5.43724000495759792e-05 6.79117012067330801e-05
2080.000000 5.80057571397320524e-05 5.20400625590873895e-05 6.51940114006913985e-05
2120.000000 5.54948327925360979e-05 4.97194597363535154e-05 6.24674861685587226e-05
2160.000000 5.30990856815241190e-05 4.75079373120004331e-05 5.98625010431099664e-05
2200.000000 5.07720332359739581e-05 4.53644276537832573e-05 5.73260037970599087e-05
2240.000000 4.86368084739841774e-05 4.33990247664960870e-05 5.49967333122194734e-05
2280.000000 4.65793969601599901e-05 4.15071700924685532e-05 5.27498406096622133e-05
2320.000000 4.45370413721953262e-05 3.96343711229324075e-05 5.05122136860405827e-05
2360.000000 4.25966463829716870e-05 3.78575115022642168e-05 4.83830099197878110e-05
2400.000000 4.07348735340674274e-05 3.61553448875322653e-05 4.63363370577095406e-05
2440.000000 3.89529462510312347e-05 3.45289006105504835e-05 4.43736868179661173e-05
2480.000000 3.72379347281454469e-05 3.29653542377986744e-05 4.24822992332594723e-05
2520.000000 3.55313452683633340e-05 3.14146420747029635e-05 4.05929092784847347e-05
2560.000000 3.39981035185995783e-05 3.00198159291591793e-05 3.88979303264027514e-05
2600.000000 3.24620014063447759e-05 2.86272161240926609e-05 3.71929717829522504e-05
2640.000000 3.10351123858535635e-05 2.73338833327565946e-05 3.56089837695250188e-05
2680.000000 2.96526332115313691e-05 2.60832196935995525e-05 3.40708862755618620e-05
2720.000000 2.83132040488171747e-05 2.48739768074344894e-05 3.25771331088696060e-05
2760.000000 2.70400197699066034e-05 2.37253372547585209e-05 3.11562722531118645e-05
2800.000000 2.58094767574787001e-05 2.26173567508739734e-05 2.97798825759727310e-05
2840.000000 2.46357305398804783e-05 2.15619923662615011e-05 2.84649762107436611e-05
2880.000000 2.35509096431943666e-05 2.05867273863474629e-05 2.72495491050354580e-05
2920.000000 2.24737566399563102e-05 1.96207893030058607e-05 2.60392044221604897e-05
2960.000000 2.14668637333152181e-05 1.87194261765846822e-05 2.49054973820525803e-05
3000.000000 2.04317515824815447e-05 1.77947495746083997e-05 2.37373127653760879e-05
